Farbe,Anzahl
"(17, 6, 2)",5
"(17, 6, 4)",5
"(17, 7, 0)",12
"(17, 7, 5)",17
"(17, 7, 6)",6
"(17, 8, 0)",13
"(17, 8, 1)",13
"(17, 8, 3)",20
"(17, 8, 9)",3
"(17, 8, 11)",6
"(17, 8, 13)",2
"(17, 9, 0)",3
"(17, 9, 6)",88
"(17, 9, 7)",25
"(17, 9, 20)",1
"(17, 10, 0)",30
"(17, 10, 2)",65
"(17, 10, 4)",110
"(17, 11, 0)",15
"(17, 11, 11)",26
"(17, 11, 13)",5
"(17, 11, 15)",3
"(17, 12, 0)",1
"(17, 12, 6)",55
"(17, 12, 8)",36
"(17, 12, 9)",21
"(17, 12, 16)",42
"(17, 12, 18)",1
"(17, 13, 0)",1
"(17, 13, 1)",4
"(17, 13, 2)",11
"(17, 13, 4)",13
"(17, 13, 10)",58
"(17, 13, 12)",30
"(17, 13, 14)",77
"(17, 14, 0)",7
"(17, 14, 5)",34
"(17, 14, 7)",108
"(17, 14, 9)",99
"(17, 14, 21)",2
"(17, 14, 25)",2
"(17, 15, 0)",4
"(17, 15, 2)",4
"(17, 15, 3)",13
"(17, 15, 16)",883
"(17, 15, 18)",293
"(17, 15, 20)",11
"(17, 15, 26)",1
"(17, 15, 28)",1
"(17, 16, 0)",9
"(17, 16, 11)",402
"(17, 16, 12)",331
"(17, 16, 14)",284
"(17, 16, 21)",24
"(17, 16, 22)",2
"(17, 16, 24)",5
"(17, 17, 0)",5
"(17, 17, 5)",23
"(17, 17, 7)",73
"(17, 17, 9)",140
"(17, 17, 15)",1161
"(17, 17, 17)",1647
"(17, 17, 19)",475
"(17, 17, 27)",1
"(17, 18, 0)",3
"(17, 18, 2)",9
"(17, 18, 4)",11
"(17, 18, 10)",155
"(17, 18, 12)",220
"(17, 18, 13)",281
"(17, 18, 20)",29
"(17, 18, 22)",9
"(17, 18, 23)",4
"(17, 19, 0)",8
"(17, 19, 5)",32
"(17, 19, 6)",42
"(17, 19, 8)",89
"(17, 19, 14)",71
"(17, 19, 16)",119
"(17, 19, 18)",296
"(17, 20, 0)",7
"(17, 20, 1)",10
"(17, 20, 3)",23
"(17, 20, 9)",10
"(17, 20, 11)",46
"(17, 20, 13)",45
"(17, 20, 25)",1
"(17, 21, 0)",2
"(17, 21, 4)",7
"(17, 21, 6)",6
"(17, 21, 7)",11
"(17, 21, 20)",14
"(17, 21, 22)",27
"(17, 21, 24)",30
"(17, 22, 0)",2
"(17, 22, 2)",5
"(17, 22, 15)",1
"(17, 22, 16)",20
"(17, 22, 18)",12
"(17, 22, 25)",11
"(17, 22, 26)",5
"(17, 22, 28)",2
"(17, 23, 0)",1
"(17, 23, 13)",1
"(17, 23, 21)",5
"(17, 23, 23)",6
"(17, 24, 6)",1
"(17, 25, 4)",3
"(17, 26, 0)",1
"(17, 26, 5)",1
"(17, 26, 7)",3
"(17, 26, 25)",1
"(17, 28, 12)",1
"(17, 29, 5)",1
"(17, 29, 7)",3
"(17, 29, 9)",3
"(17, 30, 10)",1
"(17, 30, 39)",1
"(18, 1, 0)",1
"(18, 2, 3)",1
"(18, 2, 5)",2
"(18, 3, 0)",1
"(18, 4, 1)",3
"(18, 5, 0)",3
"(18, 6, 6)",1
"(18, 7, 1)",4
"(18, 7, 3)",7
"(18, 7, 5)",3
"(18, 8, 0)",15
"(18, 8, 6)",14
"(18, 8, 7)",9
"(18, 8, 16)",1
"(18, 9, 0)",11
"(18, 9, 2)",12
"(18, 9, 4)",25
"(18, 9, 10)",11
"(18, 9, 12)",1
"(18, 10, 0)",1
"(18, 10, 7)",89
"(18, 10, 8)",29
"(18, 10, 21)",1
"(18, 11, 1)",36
"(18, 11, 3)",92
"(18, 11, 5)",106
"(18, 12, 0)",9
"(18, 12, 12)",26
"(18, 12, 14)",11
"(18, 12, 16)",2
"(18, 13, 0)",1
"(18, 13, 7)",43
"(18, 13, 9)",47
"(18, 13, 10)",27
"(18, 13, 17)",30
"(18, 13, 19)",2
"(18, 13, 20)",4
"(18, 14, 2)",4
"(18, 14, 3)",8
"(18, 14, 5)",15
"(18, 14, 11)",74
"(18, 14, 13)",64
"(18, 14, 15)",109
"(18, 14, 28)",1
"(18, 15, 0)",6
"(18, 15, 6)",46
"(18, 15, 8)",153
"(18, 15, 10)",161
"(18, 15, 22)",9
"(18, 16, 0)",1
"(18, 16, 3)",5
"(18, 16, 4)",10
"(18, 16, 17)",919
"(18, 16, 19)",261
"(18, 16, 21)",15
"(18, 16, 27)",1
"(18, 16, 29)",4
"(18, 17, 0)",16
"(18, 17, 12)",558
"(18, 17, 13)",440
"(18, 17, 15)",385
"(18, 17, 22)",32
"(18, 17, 23)",1
"(18, 18, 0)",3
"(18, 18, 6)",35
"(18, 18, 8)",97
"(18, 18, 10)",221
"(18, 18, 16)",1278
"(18, 18, 18)",1807
"(18, 18, 20)",466
"(18, 19, 1)",8
"(18, 19, 3)",13
"(18, 19, 5)",18
"(18, 19, 11)",217
"(18, 19, 13)",357
"(18, 19, 14)",413
"(18, 19, 21)",34
"(18, 19, 23)",8
"(18, 19, 24)",1
"(18, 20, 0)",7
"(18, 20, 6)",56
"(18, 20, 7)",70
"(18, 20, 9)",111
"(18, 20, 15)",86
"(18, 20, 17)",162
"(18, 20, 19)",232
"(18, 21, 0)",6
"(18, 21, 2)",13
"(18, 21, 4)",34
"(18, 21, 10)",14
"(18, 21, 12)",67
"(18, 21, 14)",64
"(18, 21, 26)",8
"(18, 22, 0)",2
"(18, 22, 5)",7
"(18, 22, 7)",7
"(18, 22, 8)",8
"(18, 22, 21)",22
"(18, 22, 23)",56
"(18, 22, 25)",51
"(18, 22, 31)",1
"(18, 23, 0)",1
"(18, 23, 1)",2
"(18, 23, 3)",9
"(18, 23, 16)",9
"(18, 23, 17)",47
"(18, 23, 19)",20
"(18, 23, 26)",18
"(18, 23, 27)",8
"(18, 23, 29)",3
"(18, 24, 10)",1
"(18, 24, 14)",2
"(18, 24, 22)",13
"(18, 24, 24)",11
"(18, 25, 7)",9
"(18, 25, 9)",8
"(18, 25, 31)",1
"(18, 25, 33)",1
"(18, 26, 5)",2
"(18, 26, 28)",1
"(18, 27, 6)",1
"(18, 27, 24)",2
"(18, 27, 26)",3
"(18, 29, 23)",5
"(18, 30, 8)",7
"(19, 3, 6)",1
"(19, 4, 0)",1
"(19, 5, 0)",1
"(19, 6, 0)",5
"(19, 8, 2)",3
"(19, 8, 4)",8
"(19, 8, 6)",6
"(19, 9, 0)",18
"(19, 9, 7)",10
"(19, 9, 8)",7
"(19, 10, 1)",8
"(19, 10, 3)",24
"(19, 10, 5)",23
"(19, 10, 11)",8
"(19, 10, 13)",3
"(19, 10, 15)",2
"(19, 11, 0)",5
"(19, 11, 8)",88
"(19, 11, 9)",34
"(19, 11, 22)",2
"(19, 12, 2)",26
"(19, 12, 4)",78
"(19, 12, 6)",103
"(19, 13, 1)",10
"(19, 13, 13)",26
"(19, 13, 15)",8
"(19, 13, 17)",2
"(19, 14, 8)",47
"(19, 14, 10)",53
"(19, 14, 11)",35
"(19, 14, 18)",31
"(19, 14, 21)",2
"(19, 15, 3)",3
"(19, 15, 4)",11
"(19, 15, 6)",19
"(19, 15, 12)",105
"(19, 15, 14)",125
"(19, 15, 16)",157
"(19, 16, 0)",5
"(19, 16, 1)",1
"(19, 16, 7)",50
"(19, 16, 9)",178
"(19, 16, 11)",224
"(19, 16, 23)",2
"(19, 16, 25)",2
"(19, 17, 0)",1
"(19, 17, 2)",7
"(19, 17, 4)",12
"(19, 17, 5)",13
"(19, 17, 18)",1021
"(19, 17, 20)",278
"(19, 17, 22)",14
"(19, 17, 28)",2
"(19, 18, 0)",14
"(19, 18, 13)",767
"(19, 18, 14)",562
"(19, 18, 16)",559
"(19, 18, 23)",31
"(19, 18, 24)",6
"(19, 18, 26)",4
"(19, 19, 0)",2
"(19, 19, 7)",46
"(19, 19, 9)",134
"(19, 19, 11)",296
"(19, 19, 17)",1416
"(19, 19, 19)",1749
"(19, 19, 21)",482
"(19, 19, 27)",1
"(19, 19, 29)",1
"(19, 20, 2)",9
"(19, 20, 4)",22
"(19, 20, 6)",20
"(19, 20, 12)",354
"(19, 20, 14)",645
"(19, 20, 15)",685
"(19, 20, 22)",40
"(19, 20, 24)",18
"(19, 20, 25)",3
"(19, 21, 0)",10
"(19, 21, 7)",47
"(19, 21, 8)",102
"(19, 21, 10)",211
"(19, 21, 16)",130
"(19, 21, 18)",185
"(19, 21, 20)",263
"(19, 22, 0)",1
"(19, 22, 1)",9
"(19, 22, 3)",17
"(19, 22, 5)",54
"(19, 22, 11)",30
"(19, 22, 13)",106
"(19, 22, 15)",121
"(19, 22, 27)",8
"(19, 22, 31)",1
"(19, 23, 0)",7
"(19, 23, 6)",11
"(19, 23, 8)",13
"(19, 23, 9)",8
"(19, 23, 22)",33
"(19, 23, 24)",83
"(19, 23, 26)",71
"(19, 24, 1)",2
"(19, 24, 2)",2
"(19, 24, 4)",6
"(19, 24, 17)",8
"(19, 24, 18)",81
"(19, 24, 20)",30
"(19, 24, 27)",27
"(19, 24, 28)",31
"(19, 24, 30)",4
"(19, 25, 0)",2
"(19, 25, 11)",2
"(19, 25, 13)",2
"(19, 25, 15)",2
"(19, 25, 23)",18
"(19, 25, 25)",19
"(19, 26, 8)",11
"(19, 26, 10)",6
"(19, 26, 32)",6
"(19, 26, 34)",3
"(19, 27, 4)",1
"(19, 27, 6)",4
"(19, 27, 30)",2
"(19, 28, 1)",1
"(19, 28, 9)",2
"(19, 28, 11)",1
"(19, 28, 25)",1
"(19, 28, 27)",1
"(19, 28, 35)",2
"(19, 29, 2)",1
"(19, 30, 24)",2
"(19, 31, 7)",1
"(19, 31, 9)",4
"(19, 32, 12)",2
"(19, 32, 41)",1
"(20, 4, 5)",1
"(20, 4, 7)",1
"(20, 5, 8)",1
"(20, 6, 0)",2
"(20, 6, 3)",1
"(20, 6, 5)",2
"(20, 6, 6)",1
"(20, 7, 0)",2
"(20, 7, 1)",2
"(20, 9, 3)",3
"(20, 9, 5)",3
"(20, 9, 7)",10
"(20, 10, 0)",12
"(20, 10, 1)",9
"(20, 10, 8)",8
"(20, 10, 9)",4
"(20, 10, 11)",1
"(20, 11, 2)",15
"(20, 11, 4)",22
"(20, 11, 6)",31
"(20, 11, 12)",9
"(20, 11, 14)",2
"(20, 11, 16)",1
"(20, 12, 1)",5
"(20, 12, 9)",58
"(20, 12, 10)",20
"(20, 12, 23)",1
"(20, 13, 3)",32
"(20, 13, 5)",88
"(20, 13, 7)",122
"(20, 13, 20)",1
"(20, 13, 21)",1
"(20, 14, 0)",8
"(20, 14, 2)",8
"(20, 14, 14)",40
"(20, 14, 16)",22
"(20, 14, 18)",1
"(20, 15, 9)",63
"(20, 15, 11)",59
"(20, 15, 12)",39
"(20, 15, 19)",34
"(20, 15, 21)",1
"(20, 16, 4)",4
"(20, 16, 5)",13
"(20, 16, 7)",22
"(20, 16, 13)",208
"(20, 16, 15)",164
"(20, 16, 17)",231
"(20, 17, 0)",8
"(20, 17, 2)",3
"(20, 17, 8)",65
"(20, 17, 10)",205
"(20, 17, 12)",263
"(20, 17, 26)",1
"(20, 18, 0)",3
"(20, 18, 3)",6
"(20, 18, 5)",23
"(20, 18, 6)",25
"(20, 18, 19)",1254
"(20, 18, 21)",310
"(20, 18, 23)",17
"(20, 18, 29)",1
"(20, 19, 0)",12
"(20, 19, 1)",10
"(20, 19, 14)",1017
"(20, 19, 15)",749
"(20, 19, 17)",854
"(20, 19, 24)",33
"(20, 19, 25)",2
"(20, 19, 27)",1
"(20, 20, 0)",6
"(20, 20, 8)",57
"(20, 20, 10)",186
"(20, 20, 12)",451
"(20, 20, 18)",1657
"(20, 20, 20)",1944
"(20, 20, 22)",503
"(20, 21, 3)",21
"(20, 21, 5)",36
"(20, 21, 7)",34
"(20, 21, 13)",604
"(20, 21, 15)",1003
"(20, 21, 16)",1004
"(20, 21, 23)",83
"(20, 21, 25)",27
"(20, 21, 26)",8
"(20, 22, 0)",5
"(20, 22, 1)",3
"(20, 22, 8)",94
"(20, 22, 9)",141
"(20, 22, 11)",330
"(20, 22, 17)",184
"(20, 22, 19)",185
"(20, 22, 21)",434
"(20, 23, 0)",2
"(20, 23, 2)",15
"(20, 23, 4)",27
"(20, 23, 6)",65
"(20, 23, 12)",44
"(20, 23, 14)",195
"(20, 23, 16)",180
"(20, 23, 28)",28
"(20, 23, 30)",1
"(20, 23, 32)",1
"(20, 24, 1)",4
"(20, 24, 7)",16
"(20, 24, 9)",26
"(20, 24, 10)",22
"(20, 24, 23)",85
"(20, 24, 25)",78
"(20, 24, 27)",122
"(20, 24, 33)",1
"(20, 25, 2)",1
"(20, 25, 3)",5
"(20, 25, 5)",6
"(20, 25, 18)",11
"(20, 25, 19)",105
"(20, 25, 21)",49
"(20, 25, 28)",71
"(20, 25, 29)",64
"(20, 25, 31)",17
"(20, 26, 0)",2
"(20, 26, 12)",5
"(20, 26, 14)",2
"(20, 26, 16)",4
"(20, 26, 24)",20
"(20, 26, 26)",19
"(20, 27, 9)",9
"(20, 27, 11)",22
"(20, 27, 20)",5
"(20, 27, 33)",9
"(20, 27, 35)",4
"(20, 28, 4)",3
"(20, 28, 5)",1
"(20, 28, 7)",5
"(20, 28, 17)",1
"(20, 28, 30)",2
"(20, 28, 31)",1
"(20, 29, 8)",3
"(20, 29, 10)",1
"(20, 29, 12)",1
"(20, 29, 26)",3
"(20, 29, 36)",2
"(20, 30, 6)",2
"(20, 31, 15)",4
"(20, 31, 23)",1
"(20, 31, 25)",2
"(20, 32, 8)",2
"(20, 32, 10)",5
"(20, 32, 44)",2
"(20, 33, 7)",1
"(20, 33, 13)",2
"(20, 33, 15)",2
"(20, 33, 42)",1
"(20, 34, 11)",3
"(20, 34, 45)",1
"(20, 35, 12)",1
"(20, 35, 14)",1
"(21, 3, 3)",2
"(21, 4, 0)",1
"(21, 5, 8)",1
"(21, 6, 1)",1
"(21, 7, 4)",4
"(21, 7, 6)",4
"(21, 8, 0)",5
"(21, 8, 2)",6
"(21, 9, 0)",1
"(21, 10, 4)",3
"(21, 10, 6)",17
"(21, 10, 8)",13
"(21, 11, 0)",10
"(21, 11, 1)",4
"(21, 11, 2)",4
"(21, 11, 9)",6
"(21, 11, 10)",6
"(21, 12, 0)",1
"(21, 12, 3)",15
"(21, 12, 5)",23
"(21, 12, 7)",46
"(21, 12, 13)",8
"(21, 12, 15)",3
"(21, 12, 17)",3
"(21, 13, 0)",6
"(21, 13, 2)",5
"(21, 13, 10)",65
"(21, 13, 11)",28
"(21, 14, 0)",1
"(21, 14, 4)",39
"(21, 14, 6)",122
"(21, 14, 8)",150
"(21, 15, 0)",2
"(21, 15, 1)",6
"(21, 15, 3)",9
"(21, 15, 15)",55
"(21, 15, 17)",23
"(21, 15, 19)",1
"(21, 15, 25)",1
"(21, 16, 0)",1
"(21, 16, 10)",94
"(21, 16, 12)",84
"(21, 16, 13)",52
"(21, 16, 20)",37
"(21, 16, 22)",2
"(21, 16, 23)",1
"(21, 17, 0)",2
"(21, 17, 5)",6
"(21, 17, 6)",19
"(21, 17, 8)",24
"(21, 17, 14)",239
"(21, 17, 16)",238
"(21, 17, 18)",313
"(21, 18, 0)",4
"(21, 18, 1)",5
"(21, 18, 3)",7
"(21, 18, 9)",103
"(21, 18, 11)",250
"(21, 18, 13)",461
"(21, 18, 25)",4
"(21, 18, 27)",1
"(21, 19, 0)",5
"(21, 19, 4)",9
"(21, 19, 6)",19
"(21, 19, 7)",32
"(21, 19, 20)",1416
"(21, 19, 22)",386
"(21, 19, 24)",29
"(21, 19, 33)",1
"(21, 20, 0)",15
"(21, 20, 2)",8
"(21, 20, 15)",1239
"(21, 20, 16)",1034
"(21, 20, 18)",1253
"(21, 20, 25)",35
"(21, 20, 26)",4
"(21, 21, 0)",6
"(21, 21, 9)",89
"(21, 21, 11)",218
"(21, 21, 13)",673
"(21, 21, 19)",1892
"(21, 21, 21)",2149
"(21, 21, 23)",488
"(21, 22, 4)",17
"(21, 22, 6)",44
"(21, 22, 8)",57
"(21, 22, 14)",1000
"(21, 22, 16)",1471
"(21, 22, 17)",1449
"(21, 22, 24)",186
"(21, 22, 26)",45
"(21, 22, 27)",7
"(21, 23, 0)",3
"(21, 23, 1)",8
"(21, 23, 2)",8
"(21, 23, 9)",153
"(21, 23, 10)",249
"(21, 23, 12)",570
"(21, 23, 18)",200
"(21, 23, 20)",217
"(21, 23, 22)",637
"(21, 24, 0)",1
"(21, 24, 3)",27
"(21, 24, 5)",29
"(21, 24, 7)",100
"(21, 24, 13)",72
"(21, 24, 15)",288
"(21, 24, 17)",187
"(21, 24, 29)",57
"(21, 24, 31)",5
"(21, 24, 33)",2
"(21, 25, 2)",7
"(21, 25, 8)",20
"(21, 25, 10)",23
"(21, 25, 11)",26
"(21, 25, 24)",72
"(21, 25, 26)",76
"(21, 25, 28)",164
"(21, 26, 0)",1
"(21, 26, 3)",6
"(21, 26, 4)",5
"(21, 26, 6)",17
"(21, 26, 19)",18
"(21, 26, 20)",109
"(21, 26, 22)",71
"(21, 26, 29)",129
"(21, 26, 30)",145
"(21, 26, 32)",25
"(21, 27, 13)",7
"(21, 27, 15)",9
"(21, 27, 17)",4
"(21, 27, 25)",10
"(21, 27, 27)",32
"(21, 28, 10)",18
"(21, 28, 12)",15
"(21, 28, 20)",2
"(21, 28, 21)",5
"(21, 28, 34)",11
"(21, 28, 36)",19
"(21, 29, 5)",1
"(21, 29, 6)",3
"(21, 29, 8)",7
"(21, 29, 14)",2
"(21, 29, 18)",1
"(21, 29, 31)",5
"(21, 29, 32)",9
"(21, 30, 9)",4
"(21, 30, 11)",2
"(21, 30, 13)",5
"(21, 30, 27)",1
"(21, 30, 29)",1
"(21, 30, 37)",2
"(21, 30, 39)",1
"(21, 31, 7)",1
"(21, 31, 41)",1
"(21, 31, 67)",1
"(21, 32, 16)",4
"(21, 32, 26)",2
"(21, 33, 9)",1
"(21, 33, 11)",4
"(21, 33, 13)",1
"(21, 33, 45)",2
"(21, 34, 16)",1
"(21, 34, 42)",1
"(21, 34, 43)",1
"(21, 35, 12)",1
"(21, 35, 46)",1
"(21, 36, 15)",1
"(21, 36, 17)",4
"(22, 3, 0)",3
"(22, 4, 4)",1
"(22, 5, 0)",3
"(22, 6, 9)",2
"(22, 7, 0)",1
"(22, 8, 0)",1
"(22, 8, 5)",5
"(22, 8, 7)",8
"(22, 8, 8)",1
"(22, 9, 0)",3
"(22, 9, 1)",7
"(22, 9, 3)",12
"(22, 11, 5)",8
"(22, 11, 7)",12
"(22, 11, 9)",15
"(22, 12, 0)",5
"(22, 12, 2)",7
"(22, 12, 3)",11
"(22, 12, 10)",10
"(22, 12, 11)",5
"(22, 13, 4)",23
"(22, 13, 6)",51
"(22, 13, 8)",61
"(22, 13, 14)",10
"(22, 13, 16)",1
"(22, 14, 1)",3
"(22, 14, 3)",8
"(22, 14, 11)",65
"(22, 14, 12)",20
"(22, 14, 25)",1
"(22, 15, 5)",31
"(22, 15, 7)",122
"(22, 15, 9)",146
"(22, 15, 22)",1
"(22, 16, 0)",1
"(22, 16, 2)",9
"(22, 16, 4)",12
"(22, 16, 16)",59
"(22, 16, 18)",38
"(22, 16, 20)",4
"(22, 17, 0)",3
"(22, 17, 11)",121
"(22, 17, 13)",98
"(22, 17, 14)",50
"(22, 17, 21)",72
"(22, 17, 23)",3
"(22, 18, 6)",5
"(22, 18, 7)",21
"(22, 18, 9)",40
"(22, 18, 15)",313
"(22, 18, 17)",410
"(22, 18, 19)",403
"(22, 19, 0)",3
"(22, 19, 2)",4
"(22, 19, 4)",4
"(22, 19, 10)",115
"(22, 19, 12)",335
"(22, 19, 14)",573
"(22, 19, 26)",3
"(22, 19, 30)",1
"(22, 20, 0)",4
"(22, 20, 5)",16
"(22, 20, 7)",25
"(22, 20, 8)",38
"(22, 20, 21)",1768
"(22, 20, 23)",521
"(22, 20, 25)",22
"(22, 20, 33)",1
"(22, 21, 0)",12
"(22, 21, 1)",12
"(22, 21, 3)",13
"(22, 21, 16)",1607
"(22, 21, 17)",1430
"(22, 21, 19)",1993
"(22, 21, 26)",44
"(22, 21, 27)",2
"(22, 21, 29)",1
"(22, 22, 0)",12
"(22, 22, 10)",161
"(22, 22, 12)",330
"(22, 22, 14)",802
"(22, 22, 20)",2216
"(22, 22, 22)",2690
"(22, 22, 24)",594
"(22, 23, 5)",27
"(22, 23, 7)",62
"(22, 23, 9)",64
"(22, 23, 15)",1618
"(22, 23, 17)",2224
"(22, 23, 18)",1707
"(22, 23, 25)",227
"(22, 23, 27)",55
"(22, 23, 28)",15
"(22, 24, 0)",6
"(22, 24, 2)",16
"(22, 24, 3)",14
"(22, 24, 10)",235
"(22, 24, 11)",486
"(22, 24, 13)",967
"(22, 24, 19)",207
"(22, 24, 21)",354
"(22, 24, 23)",851
"(22, 25, 0)",3
"(22, 25, 4)",22
"(22, 25, 6)",63
"(22, 25, 8)",197
"(22, 25, 14)",107
"(22, 25, 16)",315
"(22, 25, 18)",227
"(22, 25, 30)",75
"(22, 25, 32)",10
"(22, 26, 1)",3
"(22, 26, 3)",8
"(22, 26, 9)",18
"(22, 26, 11)",37
"(22, 26, 12)",43
"(22, 26, 25)",50
"(22, 26, 27)",108
"(22, 26, 29)",286
"(22, 26, 35)",6
"(22, 27, 4)",3
"(22, 27, 5)",4
"(22, 27, 7)",18
"(22, 27, 20)",30
"(22, 27, 21)",127
"(22, 27, 23)",91
"(22, 27, 30)",209
"(22, 27, 31)",284
"(22, 27, 33)",51
"(22, 28, 0)",2
"(22, 28, 2)",2
"(22, 28, 14)",10
"(22, 28, 16)",5
"(22, 28, 18)",15
"(22, 28, 24)",2
"(22, 28, 26)",4
"(22, 28, 28)",30
"(22, 29, 0)",1
"(22, 29, 11)",18
"(22, 29, 13)",25
"(22, 29, 21)",7
"(22, 29, 22)",6
"(22, 29, 35)",19
"(22, 29, 37)",28
"(22, 30, 6)",1
"(22, 30, 7)",1
"(22, 30, 9)",9
"(22, 30, 15)",2
"(22, 30, 17)",5
"(22, 30, 19)",1
"(22, 30, 32)",15
"(22, 30, 33)",12
"(22, 31, 10)",7
"(22, 31, 12)",5
"(22, 31, 14)",6
"(22, 31, 26)",1
"(22, 31, 28)",1
"(22, 31, 38)",7
"(22, 31, 40)",1
"(22, 32, 8)",5
"(22, 32, 41)",1
"(22, 33, 3)",1
"(22, 33, 16)",2
"(22, 33, 17)",3
"(22, 33, 27)",2
"(22, 33, 53)",5
"(22, 34, 10)",4
"(22, 34, 12)",5
"(22, 34, 14)",4
"(22, 34, 46)",1
"(22, 35, 9)",2
"(22, 35, 41)",1
"(22, 35, 43)",1
"(22, 35, 44)",1
"(22, 36, 11)",1
"(22, 36, 13)",3
"(22, 36, 47)",1
"(22, 37, 18)",3
"(23, 5, 3)",1
"(23, 5, 5)",1
"(23, 6, 0)",1
"(23, 7, 7)",1
"(23, 7, 8)",1
"(23, 8, 5)",3
"(23, 9, 0)",1
"(23, 9, 6)",5
"(23, 9, 8)",8
"(23, 10, 1)",5
"(23, 10, 2)",7
"(23, 10, 4)",9
"(23, 11, 0)",3
"(23, 12, 6)",7
"(23, 12, 8)",7
"(23, 12, 10)",7
"(23, 13, 1)",9
"(23, 13, 3)",8
"(23, 13, 4)",14
"(23, 13, 11)",14
"(23, 13, 12)",8
"(23, 14, 0)",3
"(23, 14, 5)",28
"(23, 14, 7)",51
"(23, 14, 9)",78
"(23, 14, 15)",6
"(23, 14, 17)",5
"(23, 15, 2)",2
"(23, 15, 4)",13
"(23, 15, 12)",82
"(23, 15, 13)",27
"(23, 15, 26)",1
"(23, 16, 0)",2
"(23, 16, 6)",50
"(23, 16, 8)",151
"(23, 16, 10)",157
"(23, 17, 1)",6
"(23, 17, 3)",11
"(23, 17, 5)",29
"(23, 17, 17)",72
"(23, 17, 19)",40
"(23, 17, 21)",5
"(23, 17, 27)",1
"(23, 18, 0)",6
"(23, 18, 12)",126
"(23, 18, 14)",116
"(23, 18, 15)",79
"(23, 18, 22)",76
"(23, 18, 24)",4
"(23, 18, 25)",1
"(23, 19, 0)",1
"(23, 19, 7)",10
"(23, 19, 8)",28
"(23, 19, 10)",42
"(23, 19, 16)",402
"(23, 19, 18)",613
"(23, 19, 20)",601
"(23, 20, 1)",1
"(23, 20, 3)",14
"(23, 20, 5)",2
"(23, 20, 11)",149
"(23, 20, 13)",387
"(23, 20, 15)",732
"(23, 20, 27)",7
"(23, 20, 29)",1
"(23, 21, 0)",7
"(23, 21, 6)",27
"(23, 21, 8)",26
"(23, 21, 9)",43
"(23, 21, 22)",2475
"(23, 21, 24)",635
"(23, 21, 26)",33
"(23, 21, 32)",1
"(23, 21, 34)",6
"(23, 21, 35)",2
"(23, 22, 0)",1
"(23, 22, 1)",9
"(23, 22, 2)",14
"(23, 22, 4)",13
"(23, 22, 17)",1880
"(23, 22, 18)",2082
"(23, 22, 20)",2927
"(23, 22, 27)",60
"(23, 22, 28)",10
"(23, 23, 0)",12
"(23, 23, 11)",182
"(23, 23, 13)",496
"(23, 23, 15)",964
"(23, 23, 21)",2798
"(23, 23, 23)",3154
"(23, 23, 25)",897
"(23, 23, 33)",7
"(23, 24, 6)",41
"(23, 24, 8)",87
"(23, 24, 10)",90
"(23, 24, 16)",2452
"(23, 24, 18)",2705
"(23, 24, 19)",2093
"(23, 24, 26)",358
"(23, 24, 28)",79
"(23, 24, 29)",34
"(23, 25, 1)",4
"(23, 25, 3)",10
"(23, 25, 4)",21
"(23, 25, 11)",380
"(23, 25, 12)",789
"(23, 25, 14)",1695
"(23, 25, 20)",247
"(23, 25, 22)",337
"(23, 25, 24)",978
"(23, 26, 0)",3
"(23, 26, 5)",43
"(23, 26, 7)",94
"(23, 26, 9)",254
"(23, 26, 15)",147
"(23, 26, 17)",439
"(23, 26, 19)",259
"(23, 26, 31)",167
"(23, 26, 33)",31
"(23, 27, 4)",9
"(23, 27, 10)",36
"(23, 27, 12)",70
"(23, 27, 13)",88
"(23, 27, 26)",57
"(23, 27, 28)",145
"(23, 27, 30)",323
"(23, 27, 36)",9
"(23, 28, 0)",1
"(23, 28, 5)",3
"(23, 28, 6)",11
"(23, 28, 8)",24
"(23, 28, 21)",33
"(23, 28, 22)",128
"(23, 28, 24)",94
"(23, 28, 31)",362
"(23, 28, 32)",419
"(23, 28, 34)",101
"(23, 29, 3)",2
"(23, 29, 15)",16
"(23, 29, 17)",15
"(23, 29, 19)",16
"(23, 29, 25)",3
"(23, 29, 27)",2
"(23, 29, 29)",47
"(23, 30, 12)",31
"(23, 30, 14)",43
"(23, 30, 22)",9
"(23, 30, 23)",7
"(23, 30, 36)",28
"(23, 30, 38)",84
"(23, 30, 48)",1
"(23, 31, 7)",1
"(23, 31, 8)",3
"(23, 31, 10)",29
"(23, 31, 16)",7
"(23, 31, 18)",4
"(23, 31, 20)",7
"(23, 31, 33)",19
"(23, 31, 34)",14
"(23, 31, 50)",1
"(23, 32, 5)",1
"(23, 32, 11)",3
"(23, 32, 13)",11
"(23, 32, 15)",5
"(23, 32, 27)",1
"(23, 32, 29)",2
"(23, 32, 31)",1
"(23, 32, 39)",18
"(23, 32, 41)",3
"(23, 33, 8)",2
"(23, 33, 9)",3
"(23, 33, 32)",1
"(23, 33, 45)",1
"(23, 33, 68)",1
"(23, 34, 4)",2
"(23, 34, 17)",1
"(23, 34, 18)",4
"(23, 34, 26)",2
"(23, 34, 28)",3
"(23, 34, 52)",1
"(23, 35, 11)",1
"(23, 35, 13)",5
"(23, 35, 15)",4
"(23, 36, 10)",4
"(23, 36, 18)",3
"(23, 36, 44)",1
"(23, 36, 45)",2
"(23, 37, 12)",1
"(23, 37, 14)",2
